ax,ay,az,gx,gy,gz,mx,my,mz,label
-0.01,0,1,0.92,-2.38,0.24,4.63,-49.56,-116.71,supine
-0.01,0,1,1.1,-2.44,0.31,5.03,-49.41,-116.88,supine
-0.01,0,1,0.92,-2.5,0.31,4.6,-49.65,-117.77,supine
-0.01,0,1,0.98,-2.5,0.24,5.15,-49.69,-116.28,supine
-0.01,0,1,1.04,-2.5,0.37,4.39,-49.39,-117.68,supine
-0.01,0,1,1.04,-2.5,0.24,4.42,-49.39,-117.19,supine
-0.01,0,1,1.04,-2.5,0.37,5.1,-49.54,-117.08,supine
-0.01,0,1,0.98,-2.62,0.18,5.18,-50,-117.22,supine
-0.01,0,1,0.98,-2.5,0.37,4.93,-49.48,-117.98,supine
-0.01,0,1,1.04,-2.38,0.43,4.81,-49.27,-116.78,supine
-0.01,0,1,1.1,-2.5,0.18,4.99,-49.12,-117.75,supine
-0.01,0,1,1.16,-2.56,0.18,4.81,-49.22,-116.47,supine
-0.01,0,1,0.98,-2.5,0.18,4.82,-49.4,-117.04,supine
-0.01,0,1,0.98,-2.56,0.18,4.92,-49.55,-116.66,supine
-0.01,0,1,1.16,-2.5,0.37,4.33,-49.48,-118.51,supine
-0.01,0,1,0.98,-2.56,0.24,4.82,-49.51,-117.16,supine
-0.01,0,1,0.92,-2.62,0.18,4.36,-49.39,-117.24,supine
-0.01,0,1,1.1,-2.5,0.24,4.48,-49.05,-116.82,supine
-0.01,0,1,1.1,-2.44,0.31,5.26,-49.24,-116.49,supine
-0.01,0,1,0.98,-2.5,0.12,4.72,-49.66,-117.47,supine
-0.01,0,1,0.92,-2.38,0.31,5.14,-49.73,-117.04,supine
-0.01,0,1,1.16,-2.44,0.31,5.24,-49.82,-117.58,supine
-0.01,0,1,1.04,-2.44,0.37,4.99,-50.07,-116.69,supine
-0.01,0,1,0.98,-2.38,0.24,4.69,-49,-117.68,supine
-0.01,0,1,1.16,-2.69,0.12,4.98,-49.44,-115.84,supine
-0.01,0,1,1.1,-2.56,0.24,5.49,-49.45,-116.39,supine
-0.01,0,1,0.98,-2.62,0.24,4.57,-49.96,-117.27,supine
-0.01,0,1,0.98,-2.56,0.24,4.83,-49.55,-117.11,supine
-0.01,0,1,1.1,-2.38,0.24,4.53,-49.94,-116.96,supine
-0.01,0,1,0.92,-2.69,0.24,4.79,-50.07,-117.54,supine
-0.01,0,1,0.98,-2.44,0.18,5.31,-50.09,-116.41,supine
-0.01,0,1,0.92,-2.62,0.24,5.07,-49.43,-116.8,supine
-0.01,0,1,1.1,-2.44,0.37,5.11,-50.34,-117.22,supine
-0.01,0,1,1.16,-2.44,0.12,4.93,-49.62,-116.36,supine
-0.01,0,1,1.22,-2.5,0.31,5.09,-50.12,-116.05,supine
-0.01,0,1,1.16,-2.5,0.18,5.3,-49.93,-118.14,supine
-0.01,0,1,0.85,-2.62,0.31,4.55,-49.89,-116.42,supine
-0.01,0,1,1.1,-2.56,0.12,4.48,-50.24,-116.75,supine
-0.01,0,1,0.92,-2.56,0.37,4.65,-50.04,-116.93,supine
-0.01,0,1,0.98,-2.69,0.24,5.16,-49.67,-117.26,supine
-0.01,0,1,1.16,-2.56,0.24,4.86,-50.06,-117.87,supine
-0.01,0,1,0.98,-2.62,0.31,5.13,-49.91,-115.47,supine
-0.01,0,1,0.98,-2.44,0.43,5.04,-50.18,-117.03,supine
-0.01,0,1,0.98,-2.62,0.31,4.91,-50.02,-116.27,supine
-0.01,0,1,0.98,-2.44,0.49,5.36,-50.04,-117.02,supine
-0.01,0,1,0.98,-2.5,0.18,5.15,-49.4,-116.52,supine
-0.01,0,1,1.04,-2.69,0.24,4.63,-49.5,-116.52,supine
-0.01,0,1,1.04,-2.62,0.18,4.85,-49.65,-116.52,supine
-0.01,0,1,1.1,-2.62,0.18,5.43,-50.15,-117.52,supine
-0.01,0,1,0.92,-2.56,0.18,5.07,-50.16,-116.35,supine
-0.01,0,1,1.04,-2.44,0.24,5.24,-50.09,-117.69,supine
-0.01,0,1,0.98,-2.69,0.37,5.07,-50.42,-116.39,supine
-0.01,0,1,0.98,-2.5,0.12,5.13,-50.56,-116.41,supine
-0.01,0,1,1.04,-2.87,0.24,5.29,-50.29,-118.7,supine
-0.01,0,1,0.85,-2.56,0.18,4.83,-50.24,-116.89,supine
-0.01,0,1,0.79,-2.44,0.37,5.36,-49.99,-117.63,supine
-0.01,0,1,0.98,-2.5,0.55,4.98,-49.99,-117.13,supine
-0.01,0,1,1.04,-2.62,0,5.33,-50.09,-116.67,supine
-0.01,0,1,1.04,-2.62,0.18,5.22,-49.73,-116.93,supine
-0.01,0,1,0.92,-2.56,0.31,5.25,-49.79,-116.67,supine
-0.01,0,1,0.98,-2.56,0.49,5.18,-49.06,-116.64,supine
-0.01,0,1,0.98,-2.44,0.43,4.99,-49.85,-116.87,supine
-0.01,0,1,1.04,-2.75,0.12,5.24,-49.37,-117.66,supine
-0.01,0,1,0.98,-2.56,1.04,5.07,-49.5,-117.37,supine
-0.01,0,1,1.04,-2.44,0.37,5.26,-50.18,-116.77,supine
-0.01,0,1,1.04,-2.62,0.61,4.86,-49.37,-116.65,supine
-0.01,0,1,1.1,-2.44,0.49,5.1,-49.62,-116.36,supine
-0.01,0,1,0.85,-2.5,0.37,5.11,-50.01,-116.53,supine
-0.01,0,1,1.04,-2.5,0.06,5.27,-50.17,-116.24,supine
-0.01,0,1,1.1,-2.5,-0.06,4.72,-50.23,-115.72,supine
-0.01,0,1,0.98,-2.5,-0.24,4.85,-49.85,-116.21,supine
-0.01,0,1,1.1,-2.69,-0.12,4.98,-49.39,-116.89,supine
-0.01,0,1,0.98,-2.62,-0.31,5.05,-50.21,-117.1,supine
-0.01,0,1,1.04,-2.5,-0.49,5.04,-49.39,-116.27,supine
-0.01,0,1,1.1,-2.62,0.12,5.18,-49.76,-115.83,supine
-0.01,0,1,1.04,-2.75,0.37,5.42,-49.78,-116.8,supine
-0.01,0,1,0.98,-2.56,0.12,5.51,-49.84,-116.25,supine
-0.01,0,1,0.98,-2.44,0.43,4.87,-50.22,-115.71,supine
-0.01,0,1,1.04,-2.5,0.12,4.96,-49.56,-117.37,supine
-0.01,0,1,1.04,-2.56,0.31,5.24,-49.8,-116.37,supine
-0.01,0,1,1.22,-2.62,0.37,4.86,-49.85,-115.6,supine
-0.01,0,1,1.04,-2.69,0.18,4.72,-50,-116.49,supine
-0.01,0,1,1.1,-2.56,0.12,5.05,-50.02,-116.02,supine
-0.01,0,1,1.04,-2.56,0.24,5.8,-50.27,-116.37,supine
-0.01,0,1,0.92,-2.44,0.49,5.22,-50.07,-117.41,supine
-0.01,0,1,0.85,-2.62,-0.67,4.96,-50.46,-117.65,supine
-0.01,0,1,1.1,-2.38,-0.06,5.37,-50.27,-115.87,supine
-0.01,0,1,1.1,-2.5,0.24,5.53,-50.59,-115.65,supine
-0.01,0,1,1.16,-2.5,0.31,5.4,-50.07,-116.32,supine
-0.01,0,1,1.1,-2.5,0.31,5.13,-49.98,-117.32,supine
-0.01,0,1,1.1,-2.38,0.49,5.38,-49.98,-116.83,supine
-0.01,0,1,0.98,-2.5,0.31,5.48,-49.65,-117.11,supine
-0.01,0,1,1.04,-2.62,0.43,4.64,-49.55,-117.07,supine
-0.01,0,1,1.04,-2.62,0.37,4.96,-49.58,-117.66,supine
-0.01,0,1,1.04,-2.62,0.24,4.99,-49.71,-118.27,supine
-0.01,0,1,0.98,-2.62,0.12,5.36,-49.8,-116.69,supine
-0.01,0,1,1.1,-2.62,0.18,5.58,-49.52,-116.22,supine
-0.01,0,1,0.92,-2.69,0.18,5.55,-49.61,-115.75,supine
-0.01,0,1,0.92,-2.62,0.18,5.3,-50.06,-117.19,supine
-0.01,0,1,1.16,-2.56,0.31,5.57,-50.32,-116.71,supine
-0.01,0,1,0.92,-2.5,0.37,5.07,-49.69,-116.28,supine
-0.01,0,1,1.16,-2.5,0.12,5.33,-49.72,-116.72,supine
-0.01,0,1,0.98,-2.69,0.18,5.38,-49.99,-117.15,supine
-0.01,0,1,0.98,-2.62,0.24,5.27,-50.17,-117.2,supine
-0.01,0,1,0.98,-2.62,0.31,5.74,-50.2,-117.1,supine
-0.01,0,1,0.92,-2.69,0.12,5.54,-50.16,-116.36,supine
-0.01,0,1,0.98,-2.62,0.18,5.65,-50.27,-116.94,supine
-0.01,0,1,1.04,-2.5,0.18,5.6,-50,-116.39,supine
-0.01,0,1,1.1,-2.62,0.24,5.44,-49.93,-116.63,supine
-0.01,0,1,0.85,-2.56,0.12,5.37,-50.13,-117.63,supine
-0.01,0,1,0.92,-2.56,0.24,5.13,-50.02,-117.65,supine
-0.01,0,1,1.1,-2.62,0.18,5.11,-50.18,-117.32,supine
-0.01,0,1,0.98,-2.56,0.31,5.18,-50.39,-117.13,supine
-0.01,0,1,1.1,-2.62,0.18,5.65,-50.09,-116.15,supine
-0.01,0,1,0.98,-2.62,0.06,5.15,-49.74,-117.38,supine
-0.01,0,1,0.92,-2.5,0.18,5.58,-49.95,-116.2,supine
-0.01,0,1,1.1,-2.56,0.31,5.1,-49.57,-116.06,supine
-0.01,0,1,0.98,-2.69,0.06,5.08,-49.72,-115.98,supine
-0.01,0,1,0.98,-2.62,0.24,5.52,-49.95,-116.14,supine
-0.01,0,1,0.98,-2.56,0.31,5.59,-50.02,-116.35,supine
-0.01,0,1,1.16,-2.62,0.12,5.59,-49.83,-116.47,supine
-0.01,0,1,0.85,-2.56,0.31,5.79,-49.9,-115.64,supine
-0.01,0,1,1.1,-2.62,0.12,5.6,-49.98,-116.55,supine
-0.01,0,1,1.1,-2.62,0.43,5.81,-50.15,-117.1,supine
-0.01,0,1,1.04,-2.62,0.12,5.7,-50.32,-116.56,supine
-0.01,0,1,1.04,-2.56,0.06,4.97,-50.54,-116.98,supine
-0.01,0,1,0.98,-2.62,0.18,5.55,-50.55,-116.52,supine
-0.01,0,1,0.98,-2.69,0.18,5.37,-50.11,-116.19,supine
-0.01,0,1,0.98,-2.56,0.18,5.05,-50.42,-117.63,supine
-0.01,0,1,0.92,-2.62,0.37,5.64,-50.24,-116.76,supine
-0.01,0,1,0.98,-2.5,0.18,5.07,-50.38,-116.81,supine
-0.01,0,1,1.04,-2.44,0.06,5.44,-50.4,-116.49,supine
-0.01,0,1,0.98,-2.5,0.12,5.64,-49.8,-117.8,supine
-0.01,0,1,0.85,-2.32,0.12,4.93,-50.17,-117.75,supine
-0.01,0,1,0.98,-2.32,0.24,5.42,-50.13,-116.94,supine
-0.01,0,1,1.22,-2.38,0.31,5.71,-49.98,-115.88,supine
-0.01,0,1,0.92,-2.62,0.12,5.46,-50.12,-117.8,supine
-0.01,0,1,1.16,-2.5,0.31,5.62,-49.8,-117.64,supine
-0.01,0,1,1.16,-2.38,0.24,5.25,-50.01,-116.98,supine
-0.01,0,1,0.98,-2.56,0.37,5.65,-49.91,-117.21,supine
-0.01,0,1,1.04,-2.5,0.18,5.48,-50.33,-116.21,supine
-0.01,0,1,1.04,-2.5,0.12,5.48,-50.2,-115.94,supine
-0.01,0,1,0.98,-2.38,0.18,5.49,-50.1,-116.67,supine
-0.01,0,1,0.98,-2.44,0.18,5.25,-50.06,-117.07,supine
-0.01,0,1,0.98,-2.38,0.37,4.99,-50.32,-117.16,supine
-0.01,0,1,1.1,-2.44,0.24,5.46,-50.16,-117.61,supine
-0.01,0,1,1.04,-2.5,0.24,5.71,-50.46,-116.5,supine
-0.01,0,1,0.98,-2.5,0.37,5.54,-50.16,-116.89,supine
-0.01,0,1,0.79,-2.44,0.31,4.92,-49.57,-116.82,supine
-0.01,0,1.01,1.1,-2.56,0.31,4.99,-49.72,-117.93,supine
-0.01,0,1,1.1,-2.44,0,4.86,-49.57,-116.39,supine
-0.01,0,1,0.92,-2.44,0.31,5.38,-49.66,-117.25,supine
-0.01,0,1,0.98,-2.62,0.12,5.16,-49.72,-117.65,supine
-0.01,0,1,0.85,-2.32,0.24,5.14,-49.9,-116.55,supine
-0.01,0,1,1.04,-2.56,0.18,5.46,-49.58,-115.8,supine
-0.01,0,1,0.92,-2.5,0.12,4.54,-50.63,-116.83,supine
-0.01,0,1,1.34,-2.5,0.12,5,-49.9,-117.92,supine
-0.01,0,1,0.98,-2.62,0.12,4.91,-50.09,-117.29,supine
-0.01,0,1,0.73,-2.44,0.37,5.3,-50.43,-117.18,supine
-0.01,0,1,1.04,-2.44,0.37,5.14,-50.2,-117.75,supine
-0.01,0,1,0.98,-2.44,0.12,5.42,-49.94,-116.91,supine
-0.01,0,1,0.92,-2.5,0.18,5.3,-50.05,-116.88,supine
-0.01,0,1,0.92,-2.44,0.37,4.92,-49.88,-116.7,supine
-0.01,0,1,0.92,-2.5,0.18,5.44,-49.9,-117.08,supine
-0.01,0,1,0.79,-2.44,0.31,5.35,-49.41,-117.75,supine
-0.01,0,1,0.92,-2.56,0.18,5.35,-49.8,-117.03,supine
-0.01,0,1,0.92,-2.56,0.18,4.86,-49.85,-117.22,supine
-0.01,0,1,1.04,-2.56,0.18,5.07,-49.8,-117.38,supine
-0.01,0,1,0.92,-2.44,0.12,4.87,-49.51,-116.39,supine
-0.01,0,1,1.04,-2.5,0.12,4.44,-49.62,-117.13,supine
-0.01,0,1,1.16,-2.44,0.18,5.36,-49.39,-116.66,supine
-0.01,0,1,0.79,-2.5,0.12,4.77,-50.06,-116.75,supine
-0.01,0,1,0.98,-2.5,0.12,5.02,-49.34,-116.93,supine
-0.01,0,1,0.98,-2.44,0.18,5.21,-49.62,-116.31,supine
-0.01,0,1,1.04,-2.56,0.24,4.75,-49.39,-117.15,supine
-0.01,0,1,1.04,-2.62,0.24,5.1,-49.54,-116.17,supine
-0.01,0,1,0.98,-2.62,0.18,4.68,-49.8,-116.1,supine
-0.01,0,1,1.16,-2.38,0.18,4.79,-49.15,-117.54,supine
-0.01,0,1,1.04,-2.38,0.43,5.44,-49.01,-117.6,supine
-0.01,0,1,1.1,-2.44,0.06,5.09,-49.9,-117.33,supine
-0.01,0,1,0.98,-2.44,0.43,4.91,-49.68,-116.41,supine
-0.01,0,1,0.98,-2.5,0.24,4.86,-49.9,-117.83,supine
-0.01,0,1,0.98,-2.44,0.18,4.53,-50.09,-117.15,supine
-0.01,0,1,0.85,-2.56,0.31,5.26,-49.57,-117.41,supine
-0.01,0,1,1.04,-2.56,0.06,5.21,-49.6,-117.08,supine
-0.01,0,1,1.04,-2.5,0.31,4.55,-49.66,-117.22,supine
-0.01,0,1,0.98,-2.62,0.18,4.98,-49.76,-117.24,supine
-0.01,0,1,0.98,-2.38,0.31,5.33,-50,-116.04,supine
-0.01,0,1,0.92,-2.5,0.31,5.46,-49.06,-117.76,supine
-0.01,0,1,0.98,-2.32,0.12,4.68,-48.99,-117.15,supine
-0.01,0,1,0.92,-2.56,0.24,5.1,-49.79,-117.14,supine
-0.01,0,1,0.98,-2.5,0.24,5.3,-49.72,-117.24,supine
-0.01,0,1,0.92,-2.56,0.24,4.94,-49.63,-116.98,supine
-0.01,0,1,1.1,-2.38,0.18,4.61,-49.38,-116.64,supine
-0.01,0,1,0.85,-2.5,0,4.9,-49.26,-117.49,supine
-0.01,0,1,0.92,-2.38,-0.31,5.57,-49.91,-116.1,supine
-0.01,0,1,1.16,-2.62,0.18,5.04,-49.73,-117,supine
-0.01,0,1,1.16,-2.56,0.12,5.35,-49.62,-116.2,supine
-0.01,0,1,0.92,-2.44,-0.18,5.29,-49.78,-116.48,supine
-0.01,0,1,1.16,-2.44,0.18,5.51,-50.07,-117.91,supine
-0.01,0,1,0.85,-2.44,0.12,4.91,-49.8,-116.67,supine
-0.01,0,1,0.73,-2.44,-0.18,4.82,-49.65,-117.31,supine
-0.01,0.03,1,0.92,-2.32,0.37,4.6,-49.72,-117.11,supine
-0.01,0,1,0.92,-2.44,0.18,4.96,-49.21,-115.98,supine
-0.01,0,1,0.98,-2.5,0.24,4.59,-49.4,-117.7,supine
-0.01,0,1,1.1,-2.56,-1.46,4.54,-49.58,-117.36,supine
-0.01,0,1,1.04,-2.5,-1.28,4.97,-49.95,-117.77,supine
-0.03,0,1,1.04,-2.38,-1.28,5.14,-49.73,-117.19,supine
0,0,1,0.98,-2.62,-0.31,5.27,-49.44,-117.54,supine
-0.01,0,1,1.04,-2.38,0.43,4.99,-49.52,-117.04,supine
-0.01,0,1,0.98,-2.5,0.18,5.13,-49.76,-116.7,supine
-0.01,0,1,0.85,-2.62,0.18,5.02,-49.62,-117.21,supine
-0.01,0,1,0.98,-2.62,0.37,4.49,-50.09,-117.02,supine
-0.01,0,1,1.1,-2.5,0.24,5.22,-49.82,-116.98,supine
-0.01,0,1,1.04,-2.44,0.18,5.55,-50.29,-118.49,supine
-0.01,0,1,1.04,-2.62,0.31,4.79,-49.54,-116.24,supine
-0.01,0,1,1.04,-2.56,0.12,5.21,-49.6,-116.94,supine
-0.01,0,1,1.04,-2.5,0.31,5,-49.79,-117.2,supine
-0.01,0,1,0.98,-2.62,0,5.04,-49.65,-116.6,supine
-0.01,0,1,0.98,-2.38,0.31,5.22,-50.18,-116.15,supine
-0.01,0,1,0.85,-2.62,0.31,4.83,-49.69,-117.19,supine
-0.01,0,1,1.04,-2.62,0.18,5.4,-49.28,-117.44,supine
-0.01,0,1,0.92,-2.56,0.12,4.93,-49.93,-116,supine
-0.01,0,1,0.79,-2.5,0.18,4.43,-49.23,-116.64,supine
-0.01,0,1,0.92,-2.5,0.12,5.43,-49.38,-117.29,supine
-0.01,0,1,0.92,-2.5,-0.06,4.21,-49.57,-116.49,supine
-0.01,0,1,1.04,-2.56,0.12,5.24,-49.62,-117.22,supine
-0.01,0,1,0.92,-2.44,0.24,5.18,-49.5,-117.87,supine
-0.01,0,1,0.98,-2.44,0.18,5.36,-49.24,-117.33,supine
-0.01,0,1,1.16,-2.56,0.31,5.11,-49.46,-116.27,supine
-0.01,0,1,0.98,-2.5,0.18,5.31,-50,-117.57,supine
-0.01,0,1,1.04,-2.5,0.12,5.35,-49.22,-116.15,supine
-0.01,0,1,0.85,-2.56,0.43,5.29,-49.95,-117.27,supine
-0.01,0,1,1.1,-2.38,0.37,5.4,-49.94,-116.47,supine
-0.01,0,1,1.04,-2.56,0.37,5.49,-49.45,-116.59,supine
-0.01,0,1,0.92,-2.62,0.31,5.37,-49.67,-116.75,supine
-0.01,0,1,0.85,-2.5,0.12,5.03,-49.66,-115.52,supine
-0.01,0,1,0.98,-2.5,0.37,4.97,-49.66,-116.22,supine
-0.01,0,1,0.98,-2.62,0.24,5.29,-49.79,-116.75,supine
-0.01,0,1,0.92,-2.44,0.37,5.07,-49.72,-116.43,supine
-0.01,0,1,0.85,-2.44,0.18,4.98,-49.67,-115.82,supine
-0.01,-0.03,1,1.04,-2.44,0.31,5.21,-49.35,-116.1,supine
-0.01,0,1,1.04,-2.38,0.37,5.19,-49.37,-116.3,supine
-0.01,0,1,1.04,-2.62,0.37,5.52,-49.89,-117.48,supine
-0.01,0,1,1.16,-2.5,0.24,5.33,-49.71,-117.25,supine
-0.01,0,1,1.1,-2.5,0.55,5.6,-49.74,-117.29,supine
-0.01,0,1,1.04,-2.44,0.37,5.11,-50.1,-116.82,supine
-0.01,0,1,1.1,-2.38,0.43,5.2,-49.96,-116.77,supine
-0.01,0,1,0.85,-2.5,1.71,5.24,-50.49,-117.16,supine
-0.01,0,1,1.34,-2.62,2.26,5.66,-50.18,-117.35,supine
-0.01,0,1,1.16,-2.56,1.1,6.05,-50.59,-117.66,supine
-0.01,0,1,0.98,-2.56,0.85,6.04,-50.17,-117.79,supine
-0.01,0,1,1.1,-2.56,0.43,6.05,-50.28,-117.52,supine
-0.01,0,1.01,0.98,-2.44,0.24,5.44,-50.4,-116.85,supine
-0.01,0,1,0.79,-2.32,0.24,5.48,-50.48,-117.91,supine
-0.01,0,1,0.67,-2.44,0.06,5.64,-50.45,-117.21,supine
-0.01,0,1,0.92,-2.44,0.12,5.65,-50.17,-117.48,supine
-0.01,0,1.01,0.98,-2.5,0.24,6.16,-50.48,-117.11,supine
-0.01,0,1,0.73,-2.56,0.24,5.88,-49.93,-118.24,supine
-0.01,0,1,0.67,-2.2,0.06,5.52,-50.81,-117.13,supine
-0.01,0,1,0.92,-2.44,0.06,5.66,-50.72,-116.47,supine
-0.01,0,1,0.79,-2.56,0.24,5.68,-50.15,-117.53,supine
-0.01,0,1,0.24,-2.38,0.12,5.97,-50.43,-117,supine
-0.01,0,1,1.1,-2.56,0.12,5.49,-50.59,-116.65,supine
-0.01,0,1,0.98,-2.44,0.43,5.49,-50.59,-117.18,supine
-0.01,0,1,0.98,-2.44,0.12,6.31,-50.61,-117.71,supine
-0.01,0,1,1.28,-2.56,0.12,5.43,-50.7,-117.41,supine
-0.01,0,1,0.92,-2.62,0.24,5.86,-50.66,-116.11,supine
-0.01,0,1,1.16,-2.56,0.24,5.21,-50.65,-116.5,supine
-0.01,0,1,0.85,-2.56,0.24,5.48,-50.32,-117.04,supine
-0.01,0,1,1.83,-2.81,0.43,6.08,-51.06,-116.69,supine
-0.01,0,1,0.92,-2.44,0.18,5.93,-50.61,-116.48,supine
-0.01,0,1,0.98,-2.56,0.12,6.08,-50.51,-117.76,supine
-0.01,0,1,0.85,-2.56,0.12,6.02,-50.65,-117.05,supine
-0.01,0,1,1.04,-2.44,0.18,5.62,-50.54,-117.42,supine
-0.01,0,1,0.92,-2.5,0.31,5.73,-50.24,-118.12,supine
-0.01,0,1,0.98,-2.5,0.73,5.35,-50.34,-117.7,supine
-0.01,0,1,0.61,-2.26,0.31,5.66,-50.45,-117.86,supine
-0.01,0,1.01,1.22,-2.62,0.18,5.51,-50.29,-117.32,supine
-0.01,0,1,1.04,-2.56,0.18,5.65,-50.27,-117.7,supine
-0.01,0,1,0.92,-2.38,0,5.52,-50.68,-117.35,supine
-0.02,-0.01,0.99,0.24,-1.83,0.31,5.47,-50.05,-116.81,supine
-0.01,0,1,1.04,-2.5,0.31,5.86,-50.87,-117.1,supine
-0.01,0,1,0.98,-2.5,0.18,5.98,-50.71,-117.52,supine
-0.01,0.01,1.01,0.98,-2.5,0.24,5.82,-50.4,-116.72,supine
-0.01,0,1,0.85,-2.62,0.31,4.91,-50.88,-117.32,supine
-0.01,0,1,0.79,-2.44,0.12,5.49,-50.49,-116.5,supine
-0.01,0,1,1.04,-2.62,0.24,5.66,-50.61,-117.13,supine
-0.01,0,1,1.1,-2.44,0.18,5.22,-50.43,-117.48,supine
-0.01,0,1,0.98,-2.56,0.24,5.38,-50.52,-117.3,supine
-0.01,0,1,0.92,-2.5,0.24,5.54,-50.55,-117.76,supine
-0.01,0,1,0.98,-2.5,0.18,5.75,-50.65,-117.59,supine
-0.01,0,1.01,0.98,-2.56,0.18,5.81,-50.43,-116.74,supine
-0.01,0,1,0.98,-2.56,0.12,5.47,-49.9,-116.47,supine
-0.01,0,1,1.16,-2.5,0.12,5.85,-50.48,-117.02,supine
-0.01,0,1,0.98,-2.5,0.18,5.8,-50.61,-117.05,supine
-0.01,0,1,0.92,-2.38,0.24,5.71,-50.55,-117.15,supine
-0.01,0,1,1.04,-2.56,0.12,5.16,-50.16,-117.05,supine
-0.01,0,1,1.04,-2.56,0.24,5.4,-50.52,-117.4,supine
-0.01,0,1,0.85,-2.44,0.18,5.25,-50.7,-118.12,supine
-0.01,0,1,0.79,-2.56,0.24,5.14,-50.31,-117.88,supine
-0.01,0,1,1.1,-2.44,0.12,5.41,-50.18,-117.38,supine
