ax,ay,az,gx,gy,gz,mx,my,mz,label
-1,-0.03,0.08,0.61,0.49,1.77,-55.98,-44.67,-83.31,straight
-1,-0.03,0.07,-7.02,-0.12,-0.43,-55.71,-45.19,-84.3,straight
-1,-0.03,0.08,0.06,2.32,1.1,-56.21,-44.81,-84.64,straight
-1,-0.02,0.1,-0.06,0.92,0.49,-55.69,-44.95,-84.69,straight
-1,-0.02,0.11,-1.1,-1.16,0.12,-55.97,-44.75,-83.29,straight
-1,-0.02,0.1,-5.49,-1.34,0.24,-56.12,-44.86,-84.69,straight
-1,-0.02,0.11,5.92,-0.12,-0.18,-55.35,-45.5,-85.79,straight
-1,-0.02,0.12,7.75,0.43,-0.37,-55.7,-44.76,-84.34,straight
-1,-0.02,0.1,5.07,-1.83,0.67,-55.82,-44.85,-84.55,straight
-1,-0.02,0.1,-1.04,-3.17,0.18,-55.82,-44.15,-84.57,straight
-1,-0.02,0.11,-1.34,-2.32,0.37,-56.3,-44.78,-85.24,straight
-1,-0.02,0.1,3.78,-3.48,0.55,-55.9,-44.26,-84.53,straight
-1,-0.02,0.1,-4.52,-5.74,0.79,-55.32,-44.43,-84.51,straight
-1,-0.02,0.1,0.79,-3.54,0.43,-55.44,-44.19,-84.36,straight
-1,-0.02,0.1,1.28,-4.21,0,-55.6,-44.24,-85.24,straight
-1,-0.02,0.1,2.81,-3.66,0.37,-56.21,-44.48,-84.51,straight
-1,-0.03,0.09,3.05,-2.93,0.06,-56.08,-44.68,-83.68,straight
-1,-0.02,0.09,-4.39,-1.89,0.12,-56.13,-44.09,-83.14,straight
-1,-0.02,0.09,2.5,-2.69,0.18,-56.16,-44.09,-84.44,straight
-1,-0.02,0.09,2.38,-2.62,0.31,-55.85,-44.47,-83.75,straight
-1,-0.02,0.09,1.22,-2.5,0.18,-55.98,-44.43,-83.67,straight
-1,-0.02,0.09,-4.39,-2.87,0.06,-55.88,-44.67,-84.13,straight
-1,-0.02,0.1,-0.55,-2.2,0.24,-56.12,-44.65,-83.59,straight
-1,-0.03,0.09,3.42,-2.75,0.12,-56.54,-44.62,-84.83,straight
-1,-0.02,0.09,2.69,-2.5,0.24,-56.34,-44.89,-84.01,straight
-1,-0.02,0.1,-1.34,-2.26,0.37,-55.88,-44.97,-83.76,straight
-1,-0.02,0.09,0.73,-2.93,0.24,-55.49,-44.67,-83.19,straight
-1,-0.02,0.09,2.01,-2.26,0.18,-56.26,-44.79,-83.35,straight
-1,-0.02,0.09,1.4,-0.85,0.18,-55.81,-44.6,-84.52,straight
-1,-0.03,0.1,0.73,3.6,-0.18,-56.14,-45.12,-84.37,straight
-1,-0.02,0.11,0.79,4.88,-0.85,-55.92,-44.04,-85.29,straight
-1,-0.02,0.12,1.1,-2.56,0,-55.74,-44.79,-84.29,straight
-1,-0.02,0.1,5.25,-4.03,0.73,-55.4,-44.42,-84.13,straight
-1,-0.02,0.1,-3.91,-2.01,0.24,-55.75,-44.59,-84.18,straight
-1,-0.02,0.12,-1.28,0.31,-0.31,-55.68,-44.87,-84.13,straight
-1,-0.02,0.11,2.5,-1.28,0.37,-55.55,-45.08,-84.88,straight
-1,-0.02,0.11,3.6,-3.05,0.31,-55.71,-44.58,-85.42,straight
-1,-0.02,0.11,1.53,-5.07,0.43,-56.25,-44.92,-84.9,straight
-1,-0.02,0.11,6.71,-4.64,0.67,-55.74,-44.53,-84.56,straight
-1,-0.02,0.1,4.88,-6.59,1.16,-55.63,-44.91,-84.25,straight
-1,-0.03,0.09,1.95,-4.94,0.55,-55.71,-44.49,-84.13,straight
-1,-0.03,0.1,-3.05,-2.14,0.31,-56.26,-44.68,-84.55,straight
-1,-0.02,0.1,-2.62,-2.01,0.12,-56.12,-44.46,-83.24,straight
-1,-0.02,0.1,-0.61,-2.2,0.24,-55.86,-44.63,-84.14,straight
-1,-0.02,0.1,0.73,-1.1,0.06,-56.07,-44.25,-84.77,straight
-1,-0.02,0.1,2.14,-1.65,-0.06,-56.08,-44.52,-83.89,straight
-1,-0.02,0.1,0.18,-2.38,0.31,-56.36,-44.91,-83.9,straight
-1,-0.02,0.1,-2.44,-1.77,0.18,-55.98,-44.74,-84.47,straight
-1,-0.02,0.1,0.85,-1.89,-0.06,-56.45,-44.53,-83.03,straight
-1,-0.02,0.1,2.14,-2.5,0.18,-55.79,-44.6,-83.5,straight
-1,-0.02,0.1,-1.46,-3.48,0.18,-55.79,-44.56,-84.68,straight
-1,-0.02,0.1,1.59,0,-3.23,-56.13,-45.15,-83.83,straight
-1,-0.02,0.11,0.73,-0.37,0.12,-55.97,-45.39,-84.08,straight
-1,-0.02,0.11,4.03,-3.17,2.69,-55.91,-45.04,-85.02,straight
-0.99,-0.04,0.12,4.03,-3.17,1.65,-56.08,-44.82,-84.4,straight
-1,-0.03,0.1,2.38,-2.75,0.24,-55.42,-44.26,-84.44,straight
-1,-0.02,0.1,1.77,-3.6,0.55,-55.8,-44.93,-84.27,straight
-1,-0.02,0.1,3.78,-3.97,0.61,-55.6,-45.06,-84.07,straight
-1,-0.03,0.1,6.23,-3.91,0.43,-55.41,-45,-84.27,straight
-1,-0.03,0.09,-1.1,-2.99,0.24,-55.79,-44.26,-85.03,straight
-1,-0.02,0.1,-6.29,-1.53,-0.06,-55.49,-45.08,-84.8,straight
-1,-0.02,0.1,-0.12,-1.22,0.06,-55.81,-44.54,-85.63,straight
-1,-0.02,0.1,2.93,-2.32,0.24,-55.99,-44.14,-84.56,straight
-1,-0.02,0.1,2.01,-2.44,0.31,-55.03,-44.48,-84.63,straight
-1,-0.02,0.1,5.55,-3.23,0.31,-55.81,-44.41,-84.51,straight
-1,-0.02,0.09,-0.12,-4.7,0.18,-55.65,-44.79,-85.13,straight
-1,-0.02,0.1,-1.1,-3.72,0.12,-55.7,-45.02,-84.42,straight
-1,-0.02,0.1,1.95,-2.26,0.31,-55.9,-44.91,-84.9,straight
-1,-0.02,0.1,3.11,-2.32,0.06,-56.52,-44.81,-84.77,straight
-1,-0.03,0.09,1.16,-2.08,0.18,-55.86,-44.48,-84.03,straight
-1,-0.03,0.1,0.67,-1.89,0.12,-55.97,-45.08,-83.83,straight
-1,-0.03,0.1,3.78,-2.08,0.37,-55.79,-44.48,-83.87,straight
-1,-0.03,0.09,6.04,-2.87,0.18,-55.64,-44.91,-84.24,straight
-1,-0.03,0.09,-3.11,-2.2,0.31,-55.98,-44.67,-84.55,straight
-1,-0.02,0.1,-4.33,-2.01,0,-55.6,-44.56,-84.67,straight
-1,-0.02,0.1,3.91,-2.62,0.31,-56.46,-44.6,-84.11,straight
-1,-0.03,0.09,0.98,-2.44,0.18,-55.94,-44.38,-83.91,straight
-1,-0.02,0.1,-12.15,-1.16,0.12,-55.7,-44.63,-84.39,straight
-1,-0.02,0.11,-1.71,2.75,-0.85,-55.52,-45.03,-85.18,straight
-1,-0.02,0.11,1.59,2.87,-0.37,-55.64,-44.31,-84.37,straight
-1,-0.02,0.11,4.03,2.44,-0.55,-56.08,-44.36,-84.27,straight
-1,-0.02,0.11,-2.2,-1.65,0.12,-55.55,-44.59,-84.33,straight
-1,-0.02,0.11,1.95,-0.61,0.24,-55.27,-44.54,-84.62,straight
-1,-0.02,0.12,7.14,-2.75,0.49,-55.37,-44.63,-84.22,straight
-1,-0.02,0.11,-4.39,-10.38,1.34,-55.86,-44.08,-84.2,straight
-1,-0.02,0.1,-0.61,-4.88,0.73,-55.57,-44.74,-84.52,straight
-1,-0.02,0.1,-4.15,-1.95,0.12,-56.12,-44.68,-85.24,straight
-1,-0.02,0.1,-2.62,0.18,-0.31,-56.58,-45.08,-84.58,straight
-1,-0.02,0.11,-0.73,0.31,-0.24,-56.25,-44.46,-85.3,straight
-1,-0.02,0.12,5.62,-2.56,0.31,-56.07,-44.48,-84.58,straight
-1,-0.02,0.11,8.12,-5.31,0.85,-56.3,-44.64,-84.99,straight
-1,-0.02,0.11,-8,-11.41,1.59,-56.21,-44.4,-83.52,straight
-1,-0.02,0.09,-2.14,-6.1,0.18,-56.04,-44.62,-84.34,straight
-1,-0.02,0.09,-1.04,-1.95,0.37,-55.94,-45.08,-83.7,straight
-1,-0.02,0.09,1.16,-1.53,0.12,-55.47,-45.21,-85.11,straight
-1,-0.03,0.09,0.73,3.17,-0.24,-55.98,-44.91,-84.29,straight
-1,-0.02,0.11,-2.26,1.83,-0.61,-55.8,-44.97,-84.2,straight
-1,-0.02,0.11,8,-2.93,0.43,-56.2,-44.98,-83.87,straight
-1,-0.02,0.11,9.95,-5.43,1.04,-56.04,-44.78,-83.63,straight
-1,-0.03,0.09,10.13,-4.58,1.04,-55.18,-44.57,-83.96,straight
-1,-0.03,0.1,1.71,-3.17,0.49,-55.88,-44.95,-84.34,straight
-1,-0.02,0.1,-3.17,-1.89,0.31,-56.08,-44.48,-84.86,straight
-1,-0.02,0.1,-1.83,-2.14,0.31,-55.6,-45.18,-84.41,straight
-1,-0.02,0.1,-1.89,-2.14,0.12,-55.48,-44.85,-83.84,straight
-1,-0.02,0.1,-4.15,-1.71,0,-56.15,-44.8,-82.71,straight
-1,-0.02,0.1,3.23,0.49,-0.31,-55.98,-44.71,-83.97,straight
-1,-0.02,0.11,4.15,-2.56,0.31,-55.37,-44.95,-84.4,straight
-1,-0.02,0.11,15.87,-5.07,1.16,-55.66,-44.43,-84.55,straight
-1,-0.03,0.09,17.58,-8.3,0.37,-55.75,-44.34,-83.96,straight
-1,-0.03,0.07,-3.17,-10.62,0,-55.73,-44.43,-84.57,straight
-1,-0.03,0.07,4.21,-4.15,0.31,-56.07,-44.3,-83.26,straight
-1,-0.03,0.09,-0.18,-2.14,0.12,-55.79,-44.78,-83.72,straight
-1,-0.03,0.07,5.68,-2.69,0.31,-55.91,-44.47,-84.06,straight
-1,-0.03,0.09,-0.43,-0.73,0.31,-55.3,-44.41,-84.24,straight
-1,-0.03,0.09,1.53,1.22,0.61,-55.64,-43.92,-84,straight
-1,-0.03,0.1,0.43,0.67,0.37,-56.09,-44.3,-84.78,straight
-1,-0.03,0.1,5.13,-2.44,0.61,-55.59,-44.13,-84.77,straight
-1,-0.03,0.1,-3.78,-1.46,14.22,-55.79,-43.35,-83.46,straight
-1,-0.05,0.11,8.48,-0.31,13.85,-56.58,-42.31,-84.03,straight
-0.99,-0.06,0.1,11.23,-3.72,7.45,-56.65,-41.74,-83.91,straight
-1,-0.06,0.09,4.27,-8,-0.06,-55.87,-41.82,-84.19,straight
-1,-0.06,0.08,-3.78,-8.36,-0.31,-56.67,-41.74,-83.26,straight
-1,-0.06,0.08,-1.04,-2.44,0.12,-56.07,-42.08,-84.23,straight
-1,-0.07,0.09,1.34,0.24,-0.67,-56.92,-42.2,-84.08,straight
-1,-0.06,0.1,-0.98,-3.48,-3.85,-56.19,-42.08,-83.51,straight
-1,-0.05,0.08,0.79,-6.53,-4.39,-56.23,-42.97,-83.37,straight
-1,-0.05,0.07,5,-6.23,-2.38,-56.34,-43.04,-83.83,straight
-1,-0.04,0.07,3.42,-2.81,2.32,-56.38,-42.63,-83.96,straight
-1,-0.05,0.08,10.62,-1.83,4.21,-56.91,-42.19,-84.56,straight
-1,-0.05,0.06,6.23,-4.64,2.01,-56.25,-42.38,-83.78,straight
-1,-0.06,0.05,5.19,-0.92,0.79,-56.7,-42.61,-83.47,straight
-1,-0.06,0.08,-8.24,-3.36,-2.32,-56.52,-42.9,-83.41,straight
-1.01,-0.05,0.07,-1.28,-6.23,-2.2,-56.56,-43.01,-83.19,straight
-1,-0.05,0.06,-7.02,-6.96,2.08,-56.9,-42.52,-82.62,straight
-1,-0.06,0.06,0.06,-2.81,6.1,-56.76,-42.3,-82.3,straight
-1,-0.06,0.07,8.36,-3.72,0.85,-56.32,-41.87,-82.86,straight
-1,-0.06,0.05,1.89,-6.1,0.31,-56.63,-42.21,-82.34,straight
-1,-0.06,0.05,2.32,-2.14,0.37,-56.34,-42.25,-83.57,straight
-1,-0.06,0.06,-0.18,-2.01,-0.12,-56.73,-41.75,-81.81,straight
-1,-0.06,0.06,-5.86,-2.56,0.12,-56.96,-42.02,-83.2,straight
-1,-0.06,0.09,-8.24,0.55,0.06,-56.63,-42.5,-81.97,straight
-1,-0.06,0.06,1.04,-1.04,0.31,-56.71,-41.96,-81.51,straight
-1,-0.06,0.06,6.23,-3.6,0.43,-56.59,-42.19,-82.35,straight
-1,-0.06,0.06,3.36,-2.38,0.37,-56.4,-41.76,-81.79,straight
-1,-0.06,0.05,-1.71,-3.66,0.24,-56.45,-41.58,-82.5,straight
-1,-0.06,0.06,-6.65,-2.32,-0.06,-56.98,-41.83,-83.79,straight
-1,-0.06,0.06,1.16,-2.26,0.31,-57.09,-42.31,-82.29,straight
-1,-0.06,0.05,-3.42,-1.95,0.18,-56.53,-42.09,-82.68,straight
-1.01,-0.04,0.01,4.09,-3.97,-4.64,-56.77,-42.59,-82.43,straight
-0.99,-0.08,0.07,5.55,2.38,4.09,-56.67,-42.57,-83.2,straight
-1,-0.06,0.06,-0.73,-2.62,0.55,-57.28,-42.35,-81.76,straight
-1,-0.06,0.08,-4.7,-3.42,-0.31,-56.98,-42.58,-82.79,straight
-1,-0.06,0.04,13.06,-2.87,0.73,-56.82,-42.47,-81.73,straight
-1,-0.06,0.04,4.09,-3.05,0.73,-56.67,-42.76,-82.87,straight
-1,-0.06,0.06,-3.11,-3.97,-0.18,-56.41,-42.81,-82.64,straight
-1,-0.06,0.06,4.46,-4.7,0.31,-56.93,-42.36,-83.26,straight
-1,-0.06,0.05,-1.89,-5.55,0.06,-57.37,-42.27,-82.59,straight
-1,-0.06,0.04,2.44,-0.37,0.31,-56.53,-42.08,-82.23,straight
-1,-0.06,0.06,-1.22,-1.46,0.18,-57.13,-42.54,-82.28,straight
-1,-0.06,0.05,2.2,-3.05,0.43,-56.76,-42.14,-82.21,straight
-1,-0.06,0.06,-0.31,-3.11,0.12,-56.48,-42.26,-82.65,straight
-1,-0.06,0.05,-0.37,-2.32,0.12,-57.07,-42.09,-81.91,straight
-1.01,-0.06,0.06,-0.61,-3.97,0.12,-56.71,-42.6,-82.01,straight
-1.01,-0.06,0.05,1.4,-3.3,0.12,-56.76,-42.29,-81.85,straight
-1,-0.06,0.05,-2.2,-2.2,0.24,-56.8,-43.1,-82.57,straight
-1,-0.05,0.05,-0.61,-2.14,-0.06,-57.09,-42.86,-82.68,straight
-1,-0.06,0.05,2.69,-2.75,0.37,-56.6,-42.41,-82.23,straight
-1,-0.06,0.05,-0.79,-1.28,0.12,-57.15,-42.7,-82.82,straight
-1,-0.06,0.05,-1.83,1.22,0.24,-56.74,-42.24,-83.04,straight
-1,-0.06,0.06,-1.53,0.73,0,-56.75,-42.16,-82.57,straight
-1,-0.06,0.06,0.55,-2.69,-0.06,-56.91,-41.98,-81.88,straight
-1,-0.05,0.06,2.99,-5.55,0.61,-57.34,-42.11,-82.59,straight
-1,-0.06,0.05,3.66,-3.23,0.31,-56.87,-41.98,-81.69,straight
-1,-0.06,0.06,-0.67,-2.44,0.12,-57.15,-42.74,-82.37,straight
-1,-0.06,0.05,-1.89,-2.81,0,-57.37,-42.26,-82.14,straight
-1,-0.06,0.06,-0.18,-1.22,0.06,-57.57,-42.43,-82.57,straight
-1,-0.06,0.06,0.85,-1.16,0.37,-56.51,-42.36,-82.68,straight
-1,-0.06,0.06,-0.43,-1.65,0.31,-56.88,-42.1,-83.73,straight
-1,-0.06,0.06,1.53,-1.46,0.18,-56.98,-41.99,-83.33,straight
-1,-0.06,0.06,2.62,-0.85,0.31,-56.48,-41.97,-83.11,straight
-1,-0.06,0.06,0.06,-2.2,0.24,-56.53,-42.33,-82.8,straight
-1.01,-0.05,0.06,3.85,0.61,0.18,-57.43,-42.09,-82.89,straight
-1,-0.06,0.07,3.05,-0.43,-0.43,-56.49,-42.3,-82.91,straight
-1,-0.06,0.07,2.56,-1.28,-2.08,-56.48,-42.27,-83.13,straight
-1,-0.05,0.07,1.34,-1.59,-1.59,-56.6,-42.42,-83.52,straight
-1,-0.05,0.07,-0.37,-2.2,-0.92,-56.67,-42.75,-83.94,straight
-1,-0.05,0.07,0.61,-3.36,-0.49,-56.27,-43.18,-83.52,straight
-1,-0.05,0.07,0.43,-1.89,1.77,-56.6,-42.6,-83.81,straight
-1,-0.05,0.07,0.98,-2.38,1.65,-56.3,-42.86,-82.58,straight
-1,-0.05,0.07,0.73,-2.44,0.67,-56.49,-42.41,-82.57,straight
-1,-0.05,0.07,0.61,-3.11,1.04,-56.43,-43.02,-82.93,straight
-1,-0.05,0.07,1.89,-3.6,1.28,-56.21,-42.41,-83.15,straight
-1,-0.06,0.06,-0.12,-3.6,1.1,-56.64,-42.32,-83.04,straight
-1,-0.06,0.06,2.38,-2.56,0.49,-57.13,-42.19,-82.59,straight
-1,-0.06,0.07,1.04,-3.66,0.24,-57.18,-42.75,-81.63,straight
-1,-0.05,0.06,1.22,-3.11,0.79,-56.69,-42.24,-82.9,straight
-1,-0.06,0.06,1.59,-2.87,0.24,-57.01,-42.32,-82.09,straight
-1,-0.06,0.06,1.95,-3.78,0.37,-57.25,-42.59,-81.57,straight
-1,-0.06,0.06,1.4,-3.11,0.31,-57.42,-42.4,-81.29,straight
-1,-0.06,0.06,-2.99,-2.08,-0.12,-57.52,-42.2,-82.64,straight
-1,-0.06,0.06,1.16,-1.4,0.37,-57.32,-42.13,-82.51,straight
-1,-0.06,0.06,2.5,-4.27,0.37,-57.13,-42.74,-81.41,straight
-1,-0.06,0.06,3.54,-2.56,0.31,-57.08,-42.44,-81.84,straight
-1,-0.06,0.06,1.65,-2.5,0.12,-57.02,-42.48,-82.9,straight
-1,-0.06,0.06,1.95,-2.81,0.06,-57.4,-42.41,-81.05,straight
-1,-0.06,0.06,1.53,-2.44,0.24,-57.23,-42.3,-80.86,straight
-1,-0.06,0.06,1.89,-4.21,0.37,-56.58,-42.24,-81.8,straight
-1.01,-0.06,0.05,2.38,-3.66,0.24,-56.42,-42.48,-82.76,straight
-1,-0.06,0.05,1.71,-3.05,0.43,-56.6,-42.66,-82.37,straight
-1,-0.06,0.05,2.44,-3.3,0.31,-56.65,-42.54,-82.73,straight
-1,-0.06,0.05,-1.28,-3.97,0.31,-56.8,-42.21,-81.57,straight
-1,-0.06,0.05,-0.92,-4.15,0.12,-56.92,-43.01,-81.7,straight
-1,-0.06,0.05,2.38,-3.78,0.31,-56.67,-43.2,-82.71,straight
-1,-0.06,0.05,5.07,-3.91,0.49,-56.69,-42.91,-81.58,straight
-1,-0.06,0.04,5.98,-3.85,0.55,-56.71,-42.44,-81.68,straight
-1,-0.06,0.04,-1.28,-3.91,0.12,-56.64,-42.75,-82.53,straight
-1,-0.06,0.04,-0.06,-2.2,0.43,-56.82,-42.57,-82.48,straight
-1,-0.06,0.04,-2.56,-3.05,-0.12,-56.74,-42.74,-82.06,straight
-1,-0.06,0.04,-0.31,-2.01,0.43,-56.86,-42.29,-82.37,straight
-1,-0.06,0.04,-5.98,-1.89,0.06,-57.24,-42.42,-82.69,straight
-1,-0.06,0.05,-0.98,0.18,0.31,-57.14,-42.97,-82.09,straight
-1,-0.06,0.05,0.73,-0.61,-0.06,-56.86,-42.66,-82.45,straight
-1,-0.06,0.04,1.83,-1.04,0.18,-56.52,-42.66,-82.26,straight
-1,-0.06,0.05,0.79,-1.4,-0.79,-57.2,-42.5,-82.64,straight
-1,-0.05,0.05,0.24,-3.6,-1.77,-56.91,-43.2,-83.06,straight
-1,-0.07,-0.08,-4.33,-3.91,-1.16,-57.19,-43.41,-82.01,straight
-1.01,-0.05,0.05,-3.05,-1.16,1.4,-56.95,-43.08,-82.07,straight
-1,-0.05,0.05,3.3,-3.54,-0.37,-57.12,-42.91,-81.48,straight
-1,-0.05,0.05,3.91,-3.05,-0.49,-56.64,-42.99,-81.07,straight
-1,-0.05,0.04,2.5,-1.34,-0.31,-57.31,-42.91,-80.16,straight
-1,-0.05,0.05,-0.55,-2.5,-1.83,-57.07,-42.96,-80.96,straight
-1,-0.05,0.05,0.79,-2.44,-3.17,-56.95,-43.15,-81.25,straight
-1,-0.05,0.05,2.26,-1.28,-2.75,-56.79,-43.4,-81.19,straight
-1,-0.04,0.05,-0.31,-2.32,-1.53,-57.1,-43.75,-81.56,straight
-1,-0.04,0.05,2.44,-0.79,1.04,-56.65,-43.86,-81.09,straight
-1,-0.05,0.06,-0.31,-1.46,0.92,-57.28,-44.04,-81.45,straight
-1,-0.04,0.05,2.08,-2.32,-0.37,-57.01,-44.52,-81.93,straight
