ax,ay,az,gx,gy,gz,mx,my,mz,label
0.01,0.99,-0.13,1.22,-2.56,0.31,9.03,-69.01,-50.54,side
0.01,0.99,-0.13,1.16,-2.44,0.18,9.38,-69.08,-50.11,side
0.01,0.99,-0.13,1.16,-2.44,0.18,9.03,-69.27,-50.51,side
0.01,0.99,-0.13,1.22,-2.69,0.31,9.17,-69.01,-50.73,side
0.01,0.99,-0.13,1.16,-2.69,0.37,8.72,-68.98,-50.61,side
0.01,0.99,-0.13,1.1,-2.62,0.24,9.28,-69.01,-50.78,side
0.01,0.99,-0.13,1.22,-2.56,0.31,9,-69.46,-50.01,side
0.01,0.99,-0.13,1.04,-2.75,0.18,8.94,-68.91,-50.9,side
0.01,0.99,-0.13,1.1,-2.62,0.24,9.23,-69.57,-50.84,side
0.01,0.99,-0.13,1.04,-2.69,0.18,9.13,-69.41,-51.73,side
0.01,0.99,-0.13,1.22,-2.69,0.24,9.23,-68.86,-50.77,side
0.01,0.99,-0.13,1.16,-2.62,0.31,9.23,-68.92,-50.37,side
0.01,0.99,-0.13,1.22,-2.62,0.18,8.94,-68.92,-50.88,side
0.01,0.99,-0.13,1.04,-2.56,0.43,9.05,-68.99,-50.71,side
0.01,0.99,-0.13,1.34,-2.56,0.37,9.01,-69.27,-50.28,side
0.01,0.99,-0.13,1.34,-2.5,0.24,9.66,-69.29,-51.04,side
0.01,0.99,-0.13,1.22,-2.62,0.24,9.07,-69.4,-50.37,side
0.01,0.99,-0.13,1.1,-2.69,0.12,9.03,-69.34,-50.31,side
0.01,0.99,-0.13,1.04,-2.5,0.37,8.73,-69.46,-50.06,side
0.01,0.99,-0.13,1.1,-2.62,0.24,9.09,-69.19,-50.34,side
0.01,0.99,-0.13,1.1,-2.62,0.18,8.56,-69.26,-50.26,side
0.01,0.99,-0.13,1.28,-2.75,0.18,9.2,-68.87,-51,side
0.01,0.99,-0.13,1.16,-2.62,0.31,9,-69.89,-49.93,side
0.01,0.99,-0.13,1.28,-2.5,0.24,8.98,-69.18,-50.87,side
0.01,0.99,-0.13,1.22,-2.62,0.37,9.02,-69.18,-50.77,side
0.01,0.99,-0.13,1.28,-2.69,0.24,9.08,-69.15,-51.46,side
0.01,0.99,-0.13,1.22,-2.62,0.37,9,-69.26,-50.12,side
0.01,0.99,-0.13,1.16,-2.62,0.18,9.19,-68.8,-50.78,side
0.01,0.99,-0.13,1.22,-2.69,0.31,9.12,-68.76,-50.63,side
0.01,0.99,-0.13,1.22,-2.5,0.18,9.09,-68.74,-50.76,side
0.01,0.99,-0.13,1.04,-2.44,0.18,9.14,-69.03,-50.56,side
0.01,0.99,-0.13,1.16,-2.5,0.24,8.72,-69.2,-51.14,side
0.01,0.99,-0.13,1.28,-2.56,0.18,9.33,-69.01,-50.12,side
0.01,0.99,-0.13,1.22,-2.62,0.24,9.39,-69.35,-51.28,side
0.01,0.99,-0.13,1.16,-2.56,0.31,8.8,-69.49,-51.29,side
0.01,0.99,-0.13,1.34,-2.5,0.24,9.09,-68.97,-50.93,side
0.01,0.99,-0.13,1.22,-2.44,0.18,8.96,-69.43,-50.13,side
0.01,0.99,-0.13,1.16,-2.62,0.43,8.97,-69.1,-50.45,side
0.01,0.99,-0.13,1.1,-2.62,0.06,8.76,-69.23,-49.84,side
0.01,0.99,-0.13,1.28,-2.62,0.31,9.05,-69.2,-50.48,side
0.01,0.99,-0.13,1.22,-2.62,0.31,8.95,-69.45,-50.87,side
0.01,0.99,-0.13,1.16,-2.5,0.31,9.7,-68.97,-51.23,side
0.01,0.99,-0.13,1.16,-2.44,0.31,9.24,-69.36,-51.31,side
0.01,0.99,-0.13,1.22,-2.5,0.24,9.38,-69.23,-50.16,side
0.01,0.99,-0.13,1.28,-2.44,0.18,9.34,-69.23,-50.79,side
0.01,0.99,-0.13,1.16,-2.5,0.24,9.19,-68.8,-49.06,side
0.01,0.99,-0.13,1.04,-2.62,0.31,8.89,-69.25,-50.82,side
0.01,0.99,-0.13,1.22,-2.56,0.24,9.13,-69.12,-51.39,side
0.01,0.99,-0.13,1.04,-2.56,0.24,9.5,-69.84,-50.52,side
0.01,0.99,-0.13,1.04,-2.56,0.18,9.24,-68.95,-51.04,side
0.01,0.99,-0.13,1.16,-2.62,0.31,9.23,-69.07,-50.27,side
0.01,0.99,-0.13,1.1,-2.69,0.31,9.03,-69.34,-50.55,side
0.01,0.99,-0.13,1.28,-2.56,0.43,9.22,-68.88,-50.96,side
0.01,0.99,-0.13,1.16,-2.81,0.24,9.03,-68.81,-50.65,side
0.01,0.99,-0.13,1.22,-2.69,0.18,8.92,-69.3,-51.92,side
0.01,0.99,-0.13,1.34,-2.62,0.24,9.63,-69.4,-50.83,side
0.01,0.99,-0.13,1.28,-2.56,0.24,8.89,-69.35,-51.72,side
0.01,0.99,-0.13,1.16,-2.62,0.31,10.01,-69.56,-50.52,side
0.01,0.99,-0.13,1.34,-2.5,0.24,8.92,-68.76,-51.83,side
0.01,0.99,-0.13,1.28,-2.5,0.24,9.13,-69.14,-51.42,side
0.01,0.99,-0.13,1.28,-2.44,0.31,9.28,-68.63,-50.96,side
0.01,0.99,-0.13,1.1,-2.56,0.31,9.13,-69.67,-50.56,side
0.01,0.99,-0.13,1.16,-2.56,0.31,9.05,-69.17,-50.67,side
0.01,0.99,-0.13,1.22,-2.62,0.24,8.78,-69.48,-51.35,side
0.01,0.99,-0.13,1.16,-2.62,0.37,9.69,-69.27,-50.46,side
0.01,0.99,-0.13,1.16,-2.56,0.43,9.18,-69.54,-50.38,side
0.01,0.99,-0.13,1.1,-2.62,0.37,8.89,-69.53,-50.85,side
0.01,0.99,-0.13,1.34,-2.5,0.18,9.53,-68.85,-51.61,side
0.01,0.99,-0.13,1.16,-2.56,0.49,8.95,-69.51,-50.88,side
0.01,0.99,-0.13,1.28,-2.56,0.24,10.14,-69.14,-50.34,side
0.01,0.99,-0.13,1.22,-2.62,0.31,9.68,-69.01,-50.89,side
0.01,0.99,-0.13,1.22,-2.62,0.31,9.44,-69.24,-49.34,side
0.01,0.99,-0.13,1.1,-2.62,0.12,9.27,-69.59,-50.65,side
0.01,0.99,-0.13,1.34,-2.5,0.31,9.09,-68.84,-50.43,side
0.01,0.99,-0.13,1.1,-2.62,0.31,8.86,-68.91,-50.79,side
0.01,0.99,-0.13,1.28,-2.62,0.31,9.35,-69.06,-51.28,side
0.01,0.99,-0.13,1.1,-2.62,0.31,9.59,-68.91,-51.5,side
0.01,0.99,-0.13,1.22,-2.62,0.24,9.69,-69.35,-51.59,side
0.01,0.99,-0.13,1.22,-2.75,0.24,9.31,-68.79,-50.34,side
0.01,0.99,-0.13,1.28,-2.56,0.31,9.31,-68.91,-50.57,side
0.01,0.99,-0.13,1.1,-2.44,0.12,9.06,-69.41,-49.79,side
0.01,0.99,-0.13,1.16,-2.56,0.43,8.94,-69.02,-50.6,side
0.01,0.99,-0.13,1.16,-2.69,0.31,9.59,-69.45,-51.79,side
0.01,0.99,-0.13,1.16,-2.69,0.18,9.06,-69.42,-51.38,side
0.01,0.99,-0.13,1.16,-2.62,0.18,9.02,-69.15,-50.37,side
0.01,0.99,-0.13,1.16,-2.62,0.24,8.84,-69.46,-51.72,side
0.01,0.99,-0.13,1.04,-2.56,0.24,9.01,-69.27,-50.28,side
0.01,0.99,-0.13,1.22,-2.44,0.24,8.96,-69.19,-50.98,side
0.01,0.99,-0.13,1.1,-2.62,0.37,9.29,-69.07,-50.27,side
0.01,0.99,-0.13,1.22,-2.62,0.18,9.34,-69.7,-50.59,side
0.01,0.99,-0.13,1.1,-2.62,0.18,9.23,-69.51,-50.76,side
0.01,0.99,-0.13,1.16,-2.56,0.31,8.9,-69.31,-51.22,side
0.01,0.99,-0.13,1.1,-2.62,0.31,9.23,-69.69,-50.2,side
0.01,0.99,-0.13,1.22,-2.56,0.31,9.07,-69.57,-50.46,side
0.01,0.99,-0.13,1.04,-2.62,0.31,8.76,-69.35,-51.28,side
0.01,0.99,-0.13,1.1,-2.62,0.24,9.22,-69.3,-50.29,side
0.01,0.99,-0.13,1.16,-2.56,0.43,9.22,-69.47,-50.45,side
0.01,0.99,-0.13,1.22,-2.5,0.24,9.38,-68.48,-50.88,side
0.01,0.99,-0.13,1.34,-2.38,0.18,9.09,-69.4,-50.57,side
0.01,0.99,-0.13,1.22,-2.62,0.31,8.79,-69.2,-50.7,side
0.01,0.99,-0.13,1.22,-2.69,0.24,9.47,-69.19,-50.84,side
0.01,0.99,-0.13,1.1,-2.69,0.24,9.42,-69.15,-50.26,side
0.01,0.99,-0.13,1.22,-2.69,0.24,8.81,-69.04,-50.73,side
0.01,0.99,-0.13,1.53,-2.62,0.24,9.06,-68.85,-50.33,side
0.01,0.99,-0.13,1.1,-2.56,0.18,9.05,-69.38,-50.84,side
0.01,0.99,-0.13,0.98,-2.69,0.24,9.58,-68.9,-50.42,side
0.01,0.99,-0.13,0.98,-2.62,0.18,10.03,-68.58,-50.59,side
0.01,0.99,-0.13,1.1,-2.56,0.31,9.59,-68.86,-50.55,side
0.01,0.99,-0.13,1.16,-2.5,0.18,9.33,-69.29,-50.65,side
0.01,0.99,-0.13,1.22,-2.62,0.31,9.19,-69.26,-50.68,side
0.01,0.99,-0.13,1.22,-2.69,0.37,9.41,-69.57,-49.78,side
0.01,0.99,-0.13,1.04,-2.62,0.24,9.59,-69.37,-50.1,side
0.01,0.99,-0.13,1.22,-2.44,0.37,9.67,-69.32,-49.66,side
0.01,0.99,-0.13,1.1,-2.75,0.24,8.86,-69.49,-51.1,side
0.01,0.99,-0.13,1.22,-2.75,0.18,8.9,-68.98,-50.51,side
0.01,0.99,-0.13,1.1,-2.69,0.18,8.94,-69.29,-49.87,side
0.01,0.99,-0.13,1.1,-2.75,0.24,8.92,-68.99,-50.12,side
0.01,0.99,-0.13,1.16,-2.56,0.37,9.06,-68.51,-50.34,side
0.01,0.99,-0.13,1.1,-2.62,0.18,9.23,-68.88,-50.29,side
0.01,0.99,-0.13,1.1,-2.69,0.18,9.08,-69.24,-51.66,side
0.01,0.99,-0.13,1.28,-2.69,0.24,8.89,-69.69,-51.38,side
0.01,0.99,-0.13,1.04,-2.62,0.31,9.01,-69.67,-50.32,side
0.01,0.99,-0.13,1.22,-2.69,0.18,9.38,-69.19,-51.35,side
0.01,0.99,-0.13,1.04,-2.5,0.31,9.33,-69.34,-49.98,side
0.01,0.99,-0.13,1.34,-2.56,0.18,9.09,-69.51,-49.76,side
0.01,0.99,-0.13,1.04,-2.32,0.31,9.17,-69.13,-50.77,side
0.01,0.99,-0.13,1.1,-2.5,0.31,8.9,-69.23,-50.11,side
0.01,0.99,-0.13,1.28,-2.5,0.31,9.58,-68.85,-51.5,side
0.01,0.99,-0.13,1.28,-2.38,0.24,8.57,-68.71,-50.63,side
0.01,0.99,-0.13,1.22,-2.44,0.31,9.01,-69.19,-51.38,side
0.01,0.99,-0.13,1.04,-2.44,0.18,9.14,-68.85,-51.11,side
0.01,0.99,-0.13,0.98,-2.5,0.37,9.23,-68.43,-49.48,side
0.01,0.99,-0.13,1.22,-2.56,0.24,8.98,-68.53,-50.38,side
0.01,0.99,-0.13,1.1,-2.38,0.37,8.83,-69.02,-50.33,side
0.01,0.99,-0.13,1.16,-2.44,0.31,9.12,-69.35,-49.79,side
0.01,0.99,-0.13,1.1,-2.56,0.31,8.95,-69.34,-50.74,side
0.01,0.99,-0.13,1.1,-2.5,0.18,8.92,-69.51,-50.57,side
0.01,0.99,-0.13,0.98,-2.44,0.18,8.41,-69.49,-51.57,side
0.01,0.99,-0.13,1.1,-2.5,0.18,9.19,-69.58,-50.93,side
0.01,0.99,-0.13,1.04,-2.5,0.37,8.74,-68.91,-51.01,side
0.01,0.99,-0.13,1.28,-2.69,0.24,9.05,-69.09,-50.73,side
0.01,0.99,-0.13,1.16,-2.56,0.24,8.7,-69.73,-50.79,side
0.01,0.99,-0.13,1.1,-2.5,0.37,8.92,-69.75,-51.89,side
0.01,0.99,-0.13,1.28,-2.5,0.31,9.27,-69.2,-50.95,side
0.01,0.99,-0.13,1.04,-2.56,0.31,8.74,-69.4,-50.27,side
0.01,0.99,-0.13,1.16,-2.5,0.24,9.23,-69.71,-51.2,side
0.01,0.99,-0.13,1.16,-2.5,0.18,8.73,-68.8,-51.06,side
0.01,0.99,-0.13,1.16,-2.5,0.24,8.68,-69.23,-50.99,side
0.01,0.99,-0.13,1.04,-2.44,0.31,8.4,-69.4,-50.74,side
0.01,0.99,-0.13,1.16,-2.62,0.12,8.75,-69.36,-51.15,side
0.01,0.99,-0.13,1.1,-2.56,0.18,9.05,-69.56,-51.37,side
0.01,0.99,-0.13,1.16,-2.5,0.24,9.06,-68.92,-51.29,side
0.01,0.99,-0.13,1.28,-2.44,0.37,8.26,-69.54,-50.72,side
0.01,0.99,-0.13,1.16,-2.62,0.24,8.81,-69.29,-51.09,side
0.01,0.99,-0.13,1.16,-2.56,0.37,8.69,-69.75,-51.35,side
0.01,0.99,-0.13,1.34,-2.56,0.18,8.65,-69.68,-50.44,side
0.01,0.99,-0.13,1.28,-2.5,0.24,8.86,-69.18,-50.94,side
0.01,0.99,-0.13,1.1,-2.56,0.31,9.29,-69.78,-50.76,side
0.01,0.99,-0.13,1.16,-2.56,0.18,8.52,-68.95,-51.76,side
0.01,0.99,-0.13,1.1,-2.44,0.31,8.18,-69.14,-51.11,side
0.01,0.99,-0.13,1.34,-2.5,0.24,8.76,-69.34,-50.96,side
0.01,0.99,-0.13,1.28,-2.56,0.31,8.91,-69.56,-51.38,side
0.01,0.99,-0.13,1.04,-2.56,0.12,8.58,-69.74,-50.85,side
0.01,0.99,-0.13,1.22,-2.5,0.37,8.84,-69.71,-51.38,side
0.01,0.99,-0.13,1.1,-2.44,0.24,9.18,-69.49,-50.87,side
0.01,0.99,-0.13,1.22,-2.62,0.31,8.97,-69.49,-50.33,side
0.01,0.99,-0.13,1.22,-2.5,0.24,8.5,-69.95,-50.26,side
0.01,0.99,-0.13,1.34,-2.56,0.43,8.22,-69.76,-50.98,side
0.01,0.99,-0.13,1.1,-2.5,0.31,8.45,-69.98,-50.93,side
0.01,0.99,-0.13,0.98,-2.5,0.12,8.06,-69.65,-51.55,side
0.01,0.99,-0.13,1.1,-2.56,0.24,8.39,-70.02,-49.58,side
0.01,0.99,-0.13,1.22,-2.38,0.24,8.24,-69.37,-50.34,side
0.01,0.99,-0.13,1.16,-2.56,0.24,8.56,-69.32,-49.54,side
0.01,0.99,-0.13,1.16,-2.69,0.31,8.3,-69.87,-50.22,side
0.01,0.99,-0.13,1.04,-2.44,0.12,8.79,-69.25,-50.99,side
0.01,0.99,-0.13,1.16,-2.62,0.37,8.19,-69.52,-51.23,side
0.01,0.99,-0.13,1.1,-2.62,0.06,8.45,-69.86,-50.62,side
0.01,0.99,-0.13,1.22,-2.62,0.24,8.58,-69.7,-50.02,side
0.01,0.99,-0.13,1.04,-2.62,0.37,8.67,-69.81,-50.73,side
0.01,0.99,-0.13,1.16,-2.56,0.43,8.83,-69.86,-50.17,side
0.01,0.99,-0.13,1.16,-2.56,0.31,8.57,-69.69,-50.72,side
0.01,0.99,-0.13,1.16,-2.56,0.18,8.63,-69.41,-50.78,side
0.01,0.99,-0.13,1.22,-2.56,0.24,8.22,-69.25,-51.44,side
0.01,0.99,-0.13,1.04,-2.5,0.24,8.44,-69.19,-50.81,side
0.01,0.99,-0.13,1.22,-2.56,0.18,8.08,-68.8,-51.65,side
0.01,0.99,-0.13,1.04,-2.62,0.24,8.34,-69.65,-50.89,side
0.01,0.99,-0.13,1.28,-2.62,0.24,8.96,-69.8,-49.9,side
0.01,0.99,-0.13,1.22,-2.44,0.37,8.68,-69.35,-50.31,side
0.01,0.99,-0.13,1.22,-2.44,0.24,8.58,-69.85,-51.03,side
0.01,0.99,-0.13,1.1,-2.69,0.37,8.74,-70,-49.83,side
0.01,0.99,-0.13,1.16,-2.69,0.37,8.44,-69.54,-51.09,side
0.01,0.99,-0.13,1.28,-2.44,0.24,8.83,-70.01,-49.88,side
0.01,0.99,-0.13,1.34,-2.62,0.24,9.18,-70.28,-50.48,side
0.01,0.99,-0.13,1.1,-2.56,0.24,8.75,-69.32,-50.82,side
0.01,0.99,-0.13,1.1,-2.56,0.12,8.24,-69.25,-50.81,side
0.01,0.99,-0.13,0.98,-2.56,0.43,8.56,-69.27,-50.72,side
0.01,0.99,-0.13,1.16,-2.5,0.18,8.35,-69.46,-50.77,side
0.01,0.99,-0.13,0.98,-2.44,0.31,8.74,-69.35,-49.35,side
